Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
4/19/2017,Credit reporting,,Incorrect information on credit report,Account status,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,FL,34655,,Consent not provided,Web,4/19/2017,Closed with non-monetary relief,Yes,No,2442500
11/1/2016,Debt collection,Medical,Disclosure verification of debt,Not disclosed as an attempt to collect,,Company believes it acted appropriately as authorized by contract or law,"GOLD KEY CREDIT, INC.",NY,11768,,Consent not provided,Web,11/1/2016,Closed with non-monetary relief,Yes,No,2189198
3/6/2016,Credit reporting,,Incorrect information on credit report,Account status,"Experian XXXX, TX XXXX Re : XXXX - Account Ending XXXX. 

I am writing to ask that you delete my entire record from all credit reporting, since I have tried numerous times to contact the collections company XXXX has referred my account to : XXXX XXXX, XXXX Executive Response Unit. XXXX XXXX. 
XXXX, Office of the President, XXXX, SD XXXX XXXX XXXX XXXX XXXX XXXX. 
XXXX XXXX XXXX XXXX XXXX, XXXX, FL XXXX. XXXX. 
XXXX XXXX, VP Client Servicing I have had XXXX success in doing so, since they claim it is a XXXX account. 

In addition, I have made consistent payments to XXXX over the years and as a responsible person, and yet XXXX is still reporting me as not paying. 

This must be rectified immediately, since as I was told via my phone call XXXX does not manage this debt, XXXX XXXX XXXX XXXX XXXX does. 

I am reporting this mis-reporting to CFPB and each individual reporting agency. 

I look forward to your response. Thank you for your consideration. 

XXXX XXXX XXXX, XXXX XXXX XXXX, XXXX XXXX, CA XXXX",Company has responded to the consumer and the CFPB and chooses not to provide a public response,EXPERIAN DELAWARE GP,CA,917XX,,Consent provided,Web,3/6/2016,Closed with explanation,Yes,No,1816490
12/10/2014,Debt collection,I do not know,Disclosure verification of debt,Right to dispute notice not received,,,"Security Credit Services, LLC",VA,20176,,N/A,Web,12/10/2014,Closed with explanation,Yes,No,1150418
3/11/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Seterus, Inc.",GA,30265,,N/A,Web,3/11/2015,Closed with explanation,Yes,No,1277831
5/3/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"CITIBANK, N.A.",MN,55118,,N/A,Referral,5/6/2013,Closed with explanation,Yes,No,398571
12/6/2012,Credit card,,APR or interest rate,,,,JPMORGAN CHASE & CO.,VA,23060,,N/A,Web,12/6/2012,Closed with monetary relief,Yes,No,204871
1/9/2017,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",MD,20853,,Consent not provided,Web,1/9/2017,Closed with explanation,Yes,No,2280702
10/11/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,PORTFOLIO RECOVERY ASSOCIATES INC,TX,77474,,Consent not provided,Web,10/11/2016,Closed with explanation,Yes,No,2155996
4/19/2016,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,"I received a phone call from XXXX XXXX who told me that they have a file for HSBC that I owed $ XXXX to. This is the same company that called me aggressively last year threatening me with with criminal actions that would lead to the loss of my family 's Nutrition Assistance and Medicare if I did n't pay them. They refused to verify any accounts or amounts owed. When I looked into the matter, I discovered that the Date of Last Activity for an HSBC secured credit card was in XXXX 2008 with no payments thereafter. When I mentioned the statute of limitations barred any collections, XXXX XXXX stated that "" does not stop them from collecting ''.",,HSBC NORTH AMERICA HOLDINGS INC.,AZ,852XX,,Consent provided,Web,4/19/2016,Closed with explanation,Yes,No,1887029
1/29/2014,Mortgage,VA mortgage,"Loan servicing, payments, escrow account",,,,"Residential Credit Solutions, Inc.",NC,27926,Servicemember,N/A,Referral,1/29/2014,Closed with explanation,Yes,No,690317
7/8/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,TCF NATIONAL BANK,IL,60126,,N/A,Phone,7/9/2013,Closed with non-monetary relief,Yes,No,451204
5/5/2015,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,,Company chooses not to provide a public response,"CMRE Financial Services, Inc.",CA,92619,,Consent not provided,Web,5/21/2015,Closed with explanation,Yes,Yes,1360550
1/5/2016,Credit card,,Billing disputes,,,Company chooses not to provide a public response,BARCLAYS BANK DELAWARE,,,,N/A,Fax,1/5/2016,Closed with monetary relief,Yes,No,1725725
10/1/2013,Consumer Loan,Vehicle loan,Taking out the loan or lease,,,,SANTANDER CONSUMER USA HOLDINGS INC.,MD,20735,,N/A,Web,10/1/2013,Closed with explanation,Yes,No,549242
7/30/2015,Credit card,,Late fee,,,,JPMORGAN CHASE & CO.,AL,36205,,N/A,Referral,7/30/2015,Closed with explanation,Yes,No,1494081
12/9/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"On XXXX XXXX, 2015 my mortgage payment was changed to the proper amount of {$780.00}. It was correct for the months of XXXX and XXXX. I went online yesterday to pay and it is back to {$1100.00}. Ocwen sent me a hard copy which shows {$780.00} due ( hard copy attached ), but the computer shows {$1100.00}. I called and was told I had to pay the {$1100.00} since the computer said that was due or I would be in default. I asked to pay the {$780.00} over the phone and was told that I would still be in default AND I would have to pay an additional {$19.00} use this service. 
I am so completely frustrated at this point. I do not understand why this is so difficult and why my payment keeps changing. They are saying they will "" research it. '' Every time they "" research '' nothing gets done. This has been an ongoing issue for 8 months! 
The other issue I am having is no one can tell me what the {$1500.00} "" escrow account adjustment '' is for. It was taken out of my escrow on XXXX/XXXX/15 which is the day the modification went through. I do not see where it was posted to my new escrow so as of now I am missing {$1500.00}. They keep sending me letters which do not tell me anything or show me where the money went ( attached ). If I can see where you adjusted the money out of my account, why ca n't I see where you applied the money to my new escrow? It does n't add up since Ocwen charged me $ XXXX in escrow to make up for a "" shortage '' which I never had. Ocwen has collected monthly for my taxes since day XXXX ( before this modification ) and I have never been short. I want visual proof of where that money was applied, not someone 's word that it was. 
I would also like to know what the "" legal filing service '' charges on XXXX/XXXX/15 are for ( there are XXXX of them ). No one at any time advised I would have any filing fees. My understanding of an escrow account is that it is unlawful to use my escrow for anything other than taxes ( and insurance if applicable-but I pay it and they do not ).",,OCWEN LOAN SERVICING LLC,FL,333XX,,Consent provided,Web,12/9/2015,Closed with explanation,Yes,No,1688925
7/19/2016,Bank account or service,Checking account,"Account opening, closing, or management",,"opened a Citigold checking account on XX/XX/2016. I opened the account because of the sign up bonus offer I received in the mail. The offer was I would receive XXXX XXXX miles after making 2 bill pays and spend {$1000.00} using my debit card. I called to sign up for the offer and also received confirmation that I have met both requirements. As I have n't seen the miles posted to my account, I sent an email to secured message center and was told I was n't qualified for this offer! How is that possible? I had been told verbally and in writing that the offer is attached to my account. I incurred monthly service fee of {$30.00} and now I 'm told that I do n't get the sign up bonus? How can Citi not honor the promotion that I was told that I qualified for? I have documentation through a secure message where I was told that I had met all qualifications for the offer and would receive the points.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",TX,750XX,Older American,Consent provided,Web,7/19/2016,Closed with explanation,Yes,Yes,2019399
6/2/2015,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,,,"CONSUMER PORTFOLIO SERVICES, INC.",CA,91743,Servicemember,Consent not provided,Web,6/4/2015,Closed with explanation,Yes,Yes,1401369
1/24/2017,Student loan,Non-federal student loan,Dealing with my lender or servicer,Having problems with customer service,My student signature private loans through Navient were not deferred in XX/XX/2016 when I returned to college as a full time student without an income. I contacted Navient and was told that I would continue to receive late fees every month if I did not pay my loans. Navient told me there was no way to defer that particular loan or any options to reduce my payments. I have had perfect credit up until this recent issue.,,"Navient Solutions, LLC.",MA,023XX,,Consent provided,Web,1/24/2017,Closed with non-monetary relief,Yes,No,2308838
12/31/2014,Mortgage,VA mortgage,"Application, originator, mortgage broker",,,,"BANK OF AMERICA, NATIONAL ASSOCIATION",ND,58201,Servicemember,N/A,Web,12/31/2014,Closed with non-monetary relief,Yes,No,1177260
7/5/2016,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,"When I contacted the broker, I was told loans could process in as little as 8 days. When I asked if they could insure 21 days I was told absolutely yes. I am now being told 30 days at the best. 
Initially, XXXX % down was agreed upon. After committing to use their program, I was informed that XXXX % would need to be placed down. 
EVERY SINGLE PROMISED DATE HAS NOT BEEN MET. There has been delay after delay, all blamed upon other entities but, it seems to me there has been little or no sense of urgency to resolve until I get a hold of them at the end of the day and then it is too late for that day. I constantly receive promises that are not kept. The loan processor does n't work every day so there are days where no updates are forthcoming. 
In summary, I feel I was led into a loan and once I was vested in it there has been lack of communication and no sense of urgency to fulfill their promises. 
I advise anyone working with this office to be cautious about what they are promised.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,CITYWIDE HOME LOANS A UTAH CORPORATION,UT,840XX,Older American,Consent provided,Web,7/11/2016,Closed with explanation,Yes,No,1998862
10/31/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,Currently we are behind XXXX and XXXX on our mortgage. On Tuesday XXXX XXXX someone was pounding on my door at XXXX in the morning. I jumped up ran downstairs and there was a car speeding off. It was a vendor wells Fargo hires they put papers on your door and take pictures of your housr. They placed an incomplete paper on my door and woke my whole family up on a day my XXXX year old was having XXXX,Company chooses not to provide a public response,"WELLS FARGO BANK, NATIONAL ASSOCIATION",PA,180XX,,Consent provided,Web,10/31/2015,Closed with explanation,Yes,No,1632589
1/21/2017,Student loan,Federal student loan servicing,Can't repay my loan,Can't get flexible payment options,Was trying to make payments but they wanted more and I could n't afford it. So they suggested I put it in forbearance. I did n't want to do that so I was paying a little bit each month just to keep it on good standings on my credit. Go to look at my statements and none of my payments or anything have been applied to my account so where is my money. Get a email and they want to raise my payments even more. Your ca n't even tell me where my money has been posting if at all for the last 8 months. I took my bank card off my account so they ca n't take anything else out automatically until I figure out what 's going on with my account. I still do n't understand how I took out a XXXX loan back in XXXX being a single mom and everything and it has somehow gone to XXXX loans. I got XXXX paid off but XXXX more high ones. More than XXXX. This company and XXXX XXXX were robbing people. And refusing to work with them. People ca n't afford XXXX a month and you guys wanted to raise my payments I ca n't afford that but was willing to pay something and was paying it and it has n't even showneed up on my account,,"Navient Solutions, LLC.",OH,431XX,,Consent provided,Web,1/25/2017,Closed with explanation,Yes,No,2302668
